responsable,institucion_original,institucion_standard,cuidad,cod_postal,direccion,lat,lon,lineas_investigacion,area_clinica,proyecto_descripcion,proyecto_estado,descripcion_kw,ip,ip_nivel,linea_investigacion_caracter_inovador,entidades_finaciodoras,fondos_capital_riesgo,entidades_colaboradoras,ano_inicio,ano_fin,capacidad_trabajo
Hospital Clínico San Carlos,IGTP-Fundació Privada Institut de Neurorehabilitació Guttmann,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,"Bioingeniería aplicada a la autonomía funcional de las personas (Tiene como objetivo principal el desarrollo y la innovación de sistemas de rehabilitación eficaces, eficientes, ecológicos y divertidos para el paciente, integrando fundamentos de neurociencia con soluciones de robótica, informática, realidad aumentada y retroalimentación sobre el nivel de ejecución en tiempo real basada en inteligencia artificial)",Rehabilitación,"WAY (El objetivo de este proyecto es desarrollar y evaluar ayudas técnicas para la mano, prótesis u ortesis, con tecnologías no invasivas que unen el dispositivo electrónico con la voluntad del paciente mediante la combinación de señales biológicas y la aplicación de feedback sensorial)",Activo,"Hand orthotics and prosthetics, brain computer interface, disabled people",Josep Medina / Maria Chiara Carrozza,2,SI,FP7 - ICT,,"Empresas, centros tecnológicos y universidades europeos",2011,2014,2
Hospital Clínico San Carlos,IGTP-Fundació Privada Institut de Neurorehabilitació Guttmann,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,"TICs aplicadas a la rehabilitación neuropsicológica y estimulación cognitiva (El objetivo es aplicar tecnologías de la información y la comunicación para desarrollar una plataforma de rehabilitación neuropsicológica computarizada, aplicable a través de sistemas de telemedicina)",Rehabilitación,"CLEAR (Estudio de viabilidad de una plataforma de telerrehabilitación a nivel europeo. Participamos a través de PREVIRNEC, abordando el problema de la rehabilitación cognitiva en personas mayores de 45 años, entendiendo que el DCA previo acelera el proceso de deterioro cognitivo atribuible exclusivamente a la edad)",,"Telerehabilitation, disabled people, cognitive rehabilitation, elderly people",Teresa Roig / Sandro Scatareggia,2,SI,FP7 - ICT PSP,,"Empresas, centros tecnológicos y universidades europeos",2008,2012,2
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Development a device that allows easy and reproducible measurements of Bioimpedance at lung level to measure thoracic congestion in Hearth Failure patients,Patología cardiovasculares,Bio-Impedance Monitor vest in patients admitted with Heart Failure Trial:  BIM-HeFT,Activo,Monitorización de la impedancia producida por extravasación de líquido a la cavidad torácica en pacientes con fallo cardíaco,Antoni Bayés-Genís,3,SI,Philips,,Empresas,2011,2012,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Bioimplantes y monitorización online: el concepto “Smart Patch” (Tiene como objetivo abordar nuevas matrices bioactivas con células regenerativas con monitorización online de viabilidad del tejido miocárdico) ,Patología cardiovasculares,Desarrollo de una nueva generación de dispositivos de sistema de telemonitorización en el hogar: Heartcycle,Activo,Fundació La Marató de TV3. Este proyecto se basa en la aplicación de un implante bioactivo con sensores electrónicos incorporados en una membrana microporosa cargada con factores neoangiogénico y células madre para la regeneración del miocardio tras un infarto agudo en un modelo porcino.,Antoni Bayés-Genís,3,SI,Marató TV3,,Empresas y Hospitales europeos ,2008,2011,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,"Bioingeniería aplicada a la regeneración cardíaca (Tiene como principal objetivo el desarrollo de matrices biológicas con capacidad de liberar células madre, factores angiogénicos y seguimiento on-line para reparar la cicatriz postinfarto de miocardio)",Patología cardiovasculares,,Activo,SAF 2011. Se basa en la implantación de células progenitoras derivadas de grasa epicárdica mediante un parche de fibrina en el modelo murino de infarto agudo de miocardio. También se usará el modelo porcino de infarto para etstar el efecto protector de un parche de segunda generación: un implante bioactivo electrónico constituido por estas células previamente estimuladas electromecánicamente dentro de una matriz porosa con microelectrodos para facilitar el seguimiento de la viabilidad y regeneración dinámica del miocardio lesionado.,Antoni Bayés-Genís,3,SI,Philips,,"Empresas y Hospitales europeos de renombre (Alemania, Reino Unido)",2011,2012,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Implantes avanzados y materiales bioactivos para la regeneración cardíaca (Tiene como principal objetivo desarrollar una plataforma biotecnológica consistente en obtener células progenitoras preentrenadas electromecánicamente e implantarlas dentro nuevas matrices  biodegradables que permitan la supervivencia y diferenciación de las células hacia nuevo tejido miocárdico funcional.,Biomateriales,Regeneration of Cardiac Tissue Assisted by Bioactive Implants (RECATABI),Activo,RECATABI. Pataforma de bioingeniería con células progenitoras preestimuladas  electromecánicamente en cultivo e implantadas dentro de una nueva matriz biodegradable y compatible en un modelo de infarto de miocardio en oveja.,Antoni Bayés-Genís,3,SI,Unión europea (7th Framework Programme),,"Fraunhofer Institute for Cell Therapy & Immunology (Leipzig), Association CARDIO-MONDE, Laboratory of Biosurgical Research (París)",2009,2012,3
Hospital Clínico San Carlos,IGTiP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Fisiología del Ictus,Neurología,,Activo,,Teresa Gasull,3,SI,Pública y Privada,NO,Ferrer International,2008,,3
Hospital Clínico San Carlos,IGTiP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Recuperación del ictus,Neurología,,Activo,,Teresa Gasull,3,SI,Pública y Privada,NO,"Pittsburg University Medical Center, Tyco Healthcare Group LP, dba Covidien",2008,,2
Hospital Clínico San Carlos,IGTiP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,"Enfermedades Espinocerebelosas: Investigación Clínica, Epidemiología, Básica, Genética, Traslacional",Neurología,"Investigación bases genéticas y moleculares ataxias espinocerebelosas. Identificación de nuevos genes, déficits causales, biomarcadores, aplicación de terapias. Ensayos pre-clínicos y clínicos. Ensayos cribados in vitro,",Activo,,Antonio Matilla,3,SI,Pública y Privada,NO,"IDIBELL, Erasme Hospital, Hospital de Martorell, INSERM, Hospital La Paz, ",2012,,3
Hospital Clínico San Carlos,IGTiP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudios de Neurogenética: enfermedades neurodegenerativas y neurológicas,Neurología,"Investigación bases genéticas y moleculares enfermedades neurodegenerativas, y neurológicas",Activo,,Antonio Matilla,3,SI,Pública y Privada,NO,"Hospital La Paz, IDIBELL, Hospital Vall Hebron, Hospital Princesa, Hospital de Mérida, Hospital de Santiago de Compostela",2008,,3
Hospital Clínico San Carlos,IGTiP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Enfermedad de SanFilippo: ensayos pre-clínicos,Neurología,Terapias diversas en un modelo animal de la enfermedad de SanFilippo,Activo,,Antonio Matilla,3,SI,Privada,NO,,2012,,2
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Tumores hepáticos infantiles,Hepatología,Estudio proteómico del Hepatoblastoma: identificación de biomarcadores,Activo,,Carolina Armengol,3,,publico,,Hospitales europeos y españoles,2011,2013,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Tumores hepáticos infantiles,Hepatología,Integración alteraciones cromosómicas y expresión génica en Hepatoblastoma,Activo,,Carolina Armengol,3,,publico,,Hospitales europeos y españoles,2011,2013,3
Hospital Clínico San Carlos,IGTP_CIBER-EHD,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Enfermedad inflamatoria intestinal,Gastroenterología,Estduio clínico en fase prueba de concepto para testar la efectividad de un nuevo producto terapeutico en la colitis ulcerosa basado en lipidos y partes de bacterias beneficosas para las mucosas,Activo: en fase de acuerdo de colaboración ,"terapia innovadora en la colitis ulcerosa, ácidos grasos moinsaturados, agonistas de inmunidad inanata",Josep Mañe,3,SI,Pública y privada,NO,Instituto Nacional de Ciencias Médicas y Nutrición Salvador Zubirá (México) y Laboratorios VITAE (España) ,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Enfermedad de Fabry,Enfermedades metabólicas,Biomarcadores,Activo: en fase de acuerdo de colaboración ,,Guillem Pintos,3,SI,Privada,NO,Shire,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudio de señales respiratorias,Neumología,Ingeniería de señales para aplicación clíncia,Activo: en fase de acuerdo de colaboración ,Estudio de señales respiratorias,José Antonio Fiz,3,SI,Pública y privada,NO,,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Alteraciones respiratorias del sueño,Neumología,Análisis mediante software de análisis de registro de imagen,Activo: en fase de acuerdo de colaboración ,Estudio de señales respiratorias,Jorge Abad,3,SI,Pública y privada,NO,Empresa software,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Alteraciones respiratorias del sueño,Neumología,Biobanco de enfermedades respiratorias en pacientes con apnea,Activo: en fase de acuerdo de colaboración ,Estudio de señales respiratorias,Jorge Abad,3,SI,Pública y privada,NO,Empresa software,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Regeneración celular,Inmunología,Microquimerismo,Activo,Microquimerismo,Marta Vives,3,SI,Pública y privada,NO,University of Bristol UK,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Regeneración celular,Inmunología,Biología molecular y autoinmunidad,Activo,Biología molecular y autoinmunidad,Marta Vives,3,SI,Pública y privada,NO,NARA University Japan,2013,2015,3
Hospital Clínico San Carlos,IGTP,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Biología Molecular y tuberculosis,Microbiología,Genómica Funcional del bacilo ,Activo,Biología Molecular y tuberculosis,José Domínguez,3,SI,Publico,NO,"Health Protection Agency. Collindale. London. UK, CIBERES",2012,2014,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja,Salud internacional,Fortalecimiento de universidades centro Americanas para la formación en E-Learning de investigación operativa sobre VIH y otras infecciones de transmisión sexual,Activo,"És un espai virtual d'aprenentatge relacionat amb les ITS que abasta diferents àmbits, des d'epidemiologia, clínica, monitoreig i avaluació, i els determinants de context, avalat per un equip docent multidisciplinari i internacional.
Aquest curs de 30 hores va dirigit al personal clínic (format i/o en formació) altres especialitats, personal investigador bàsic, mèdics/as de família, personal d'infermeria, personal farmacèutic clínic, indústria farmacèutica, gestors/as sanitaris, de Guatemala.",Local,3,SI,Pública,NO,"Departament de Medicina Preventiva i Salut Pública de la Universitat Autònoma de Barcelona
Facultat de Ciències Mèdiques de la Universitat Sant Carlos de Guatemala
Direcció general d'Investigació (DIGI) de la USAC
Institut d’Investigació Biomèdica de Bellvitge (IDIBELL)
Fundació Sida i Societat",2011,2012,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Diseño de intervenciones preventivas multinivel y monitorización del tratamiento antiretroviral en países de renta baja,Salud internacional,Prevención de la transmisión materno-infantil de VIH y sífilis en Guatemala,Activo,"El presente proyecto tiene como objetivo contribuir a la reducción de la transmisión materno infantil de VIH y sífilis, trabajando en los distintos niveles de atención de salud con la capacidad instalada del Ministerio de Salud Pública y Asistencia Social de Guatemala (MSPAS) en cuanto a estableciminetos de salud:1er. Nivel (comunidad-Centro de convergencia,- PS (Puesto de salud)), 2º. Nivel (CS: Centro de Salud), 3er. Nivel (Hospital departamental) y a Recurso Humano: Equipos básicos de salud, enfermeras profesionales, auxiliares de enfermería, promotores, comadrones y radares.",Local,3,SI,Intervida,NO,"Dirección del Área de Salud de Escuintla, Programa Nacional de Sida del Ministerio de Salud Pública y Asistencia Social de Guatemala",2011,2013,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Estudio de la historia natural de la infección por VIH y los patrones de mortalidad en el contexto HAART,Salud internacional,Monitoring and Modelling prognosis in the era of HAART (ART-CC Collaboration),Activo,,Internacional,3,SI,Medical research Council (UK),NO,,2011,2013,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Monitorización y evaluación de intervenciones preventivas por VIH y ITS.,Salud internacional,SIALON II - Capacity building in HIV/syphilis prevalence estimation using non-invasive methods among MSM in Southern and Eastern Europe,Activo,"Segona edició del projecte Sialon I, el projecte Sialon II avança en l’harmonització de les metodologies de vigilància del VIH a països de la Unió Europea i veïns, generant dades comparables sobre indicadors conductuals i epidemiològics per les comunitats de HSH (indicadors ECDC i UNGASS/GARP) que ajudarà a identificar necessitats preventives insatisfetes, polítiques de prevenció inadequades i reforçarà una xarxa d’organismes àmplia, incloent organitzacions internacionals (ONUSIDA, OMS) i Europees (ECDC), Instituts Nacionals de Salut Pública i societat civil (ONG gay)",Internacional,3,SI,Pública,NO,"Grup SIALON II:
Centre for communicable Diseases and AIDS, Lituània
Institute of Hygiene and Tropical Medicine,Portugal
Slovak Medical University, Eslovàquia
National Institute of Public Health, República d'Eslovènia
Robert Koch Institute (RKI), Alemanya
National Centre of Infectious and Parasitic Diseases, Bulgària
Institute of Tropical Medicine, Bèlgica
National Institute of Infectious Diseases, Romania
National Institute of Public Health - National Institute of Hygiene, Polònia
Istituto Superiore di Sanita, Itàlia
Swedish Institute for Communicable Disease Control, Suècia",2011,2014,3
Hospital Clínico San Carlos,IGTP_CEEISCAT,Hospital Universitario Gremans Trias i Pujol,Badalona,8916,Carretera Canyet,41.472133,2.234281,Evaluación de nuevas herramientas diagnósticas por VIH y ITS,Salud internacional,HIV community-based testing practices in Europe (HIV – COBATEST),Activo,"L'objectiu general del projecte és promoure el diagnòstic precoç de la infecció pel VIH a Europa, mitjançant la millora de la implementació i avaluació de les pràctiques de realització de la prova amb consell assistit de base comunitària (CBVCT).

Objectius Específics:
     Descriure els programes i serveis de CBVCT a Europa.
     Identificar i descriure bones pràctiques en la implementació de CBVCT.
     Identificar un grup d'indicadors bàsics per a monitoritzar i avaluar l’activitat realitzada als CBVCT.
     Establir una xarxa europea de CBVCT en la que poder dur a terme recerca operativa
     Avaluar l'acceptabilitat, la viabilitat i l'impacte de la introducció del test ràpid del VIH en fluid oral a la xarxa de CBVCT. 

",Internacional,3,SI,Pública,NO,"Grup HIV- COBATEST - partners associats: 
- Regional Centre for Health Promotion, Regione del Veneto, Itàlia
- Association AIDES, Francia
- STOP AIDS Gay Men´s Hiv-organization, Dinamarca
- AIDS-Hilfe NRW e.V., Alemanya
- Institute of Sexology. 1st Medical Faculty Prague, Charles University, República Checa
- Institute of Public Health of the Republic of Slovenia
- National AIDS Centre of Poland",2010,2013,3
